tipo_crime,bairro,descricao_modus_operandi,arma_utilizada,quantidade_vitimas,quantidade_suspeitos,idade_suspeito,cluster,status_binario,status_investigacao
Tráfico de Drogas,Imbiribeira,Estupro Coletivo,Nenhum,1,2,33,6,1,Concluído
Estupro,Tamarineira,Arrombamento,Arma de Fogo,4,3,61,7,1,Concluído
Estupro,Afogados,Arrombamento,Faca,0,3,62,5,0,Arquivado
Sequestro,Tamarineira,Golpe Telefônico,Arma de Fogo,2,1,51,7,0,Arquivado
Ameaça,Graças,Assalto a Mão Armada,Arma de Fogo,0,2,68,1,0,Arquivado
Sequestro,Imbiribeira,Uso de Arma de Fogo,Nenhum,2,0,17,6,1,Concluído
Estelionato,Pina,Fraude Online,Nenhum,4,4,23,0,1,Concluído
Roubo,Torre,Uso de Arma de Fogo,Explosivos,2,0,21,4,0,Arquivado
Latrocínio,Pina,Uso de Arma de Fogo,Faca,0,4,64,0,1,Concluído
Roubo,Tamarineira,Estelionato Bancário,Nenhum,2,2,20,7,1,Concluído
Violência Doméstica,Imbiribeira,Estelionato Bancário,Nenhum,0,4,56,6,0,Arquivado
Tráfico de Drogas,Espinheiro,Emboscada,Objeto Contundente,3,2,60,3,1,Concluído
Sequestro,Espinheiro,Estelionato Bancário,Arma de Fogo,4,4,36,3,0,Arquivado
Tráfico de Drogas,Espinheiro,Arrombamento,Objeto Contundente,2,0,51,3,1,Concluído
Homicídio,Tamarineira,Assalto a Mão Armada,Objeto Contundente,4,0,44,7,1,Concluído
Ameaça,Afogados,Golpe Telefônico,Explosivos,2,3,56,5,1,Concluído
Violência Doméstica,Graças,Assalto a Mão Armada,Arma de Fogo,2,4,68,1,1,Concluído
Furto,Casa Forte,Invasão Residencial,Explosivos,0,2,51,2,1,Concluído
Latrocínio,Afogados,Crime Cibernético,Explosivos,1,4,58,5,1,Concluído
Furto,Torre,Crime Cibernético,Nenhum,4,1,32,4,1,Concluído
Homicídio,Afogados,Arrombamento,Faca,1,3,36,5,1,Concluído
Estelionato,Pina,Invasão Residencial,Arma de Fogo,1,3,50,0,0,Arquivado
Sequestro,Boa Viagem,Emboscada,Faca,0,1,23,8,0,Arquivado
Roubo,Espinheiro,Fraude Online,Faca,1,3,29,3,1,Concluído
Violência Doméstica,Espinheiro,Invasão Residencial,Explosivos,3,0,36,3,1,Concluído
Roubo,Boa Viagem,Estelionato Bancário,Nenhum,4,0,23,8,1,Concluído
Estupro,Torre,Uso de Arma de Fogo,Nenhum,0,2,25,4,1,Concluído
Latrocínio,Graças,Invasão Residencial,Objeto Contundente,2,3,14,1,0,Arquivado
Tráfico de Drogas,Tamarineira,Invasão Residencial,Nenhum,2,3,16,7,1,Concluído
Estelionato,Tamarineira,Invasão Residencial,Explosivos,1,4,54,7,0,Arquivado
Ameaça,Casa Forte,Invasão Residencial,Arma de Fogo,0,3,43,2,1,Concluído
Tráfico de Drogas,Afogados,Assalto a Mão Armada,Nenhum,3,1,40,5,1,Concluído
Latrocínio,Boa Viagem,Estelionato Bancário,Faca,2,4,17,8,1,Concluído
Sequestro,Casa Forte,Emboscada,Nenhum,0,3,37,2,1,Concluído
Roubo,Pina,Assalto a Mão Armada,Objeto Contundente,0,2,66,0,0,Arquivado
Sequestro,Torre,Invasão Residencial,Objeto Contundente,1,4,62,4,0,Arquivado
Roubo,Graças,Invasão Residencial,Faca,3,1,41,1,0,Arquivado
Violência Doméstica,Boa Viagem,Estelionato Bancário,Explosivos,2,4,27,8,1,Concluído
Estelionato,Afogados,Emboscada,Objeto Contundente,3,1,51,5,1,Concluído
Homicídio,Graças,Fraude Online,Explosivos,3,4,21,1,1,Concluído
Estupro,Graças,Fraude Online,Nenhum,3,4,47,1,0,Arquivado
Violência Doméstica,Torre,Uso de Arma de Fogo,Nenhum,1,3,39,4,1,Concluído
Homicídio,Espinheiro,Arrombamento,Faca,3,1,58,3,1,Concluído
Ameaça,Pina,Estupro Coletivo,Explosivos,0,3,25,0,0,Arquivado
Homicídio,Torre,Emboscada,Explosivos,2,1,33,4,0,Arquivado
Furto,Casa Forte,Uso de Arma de Fogo,Explosivos,3,0,23,2,0,Arquivado
Homicídio,Graças,Invasão Residencial,Explosivos,1,3,35,1,0,Arquivado
Sequestro,Espinheiro,Uso de Arma de Fogo,Faca,3,0,30,3,0,Arquivado
Ameaça,Tamarineira,Estupro Coletivo,Nenhum,0,2,56,7,0,Arquivado
Latrocínio,Pina,Uso de Arma de Fogo,Faca,0,4,59,0,1,Concluído
Estelionato,Boa Viagem,Estelionato Bancário,Faca,4,4,18,8,0,Arquivado
Tráfico de Drogas,Boa Viagem,Fraude Online,Explosivos,3,3,18,8,0,Arquivado
Furto,Boa Viagem,Arrombamento,Explosivos,3,1,24,8,1,Concluído
Estupro,Imbiribeira,Emboscada,Objeto Contundente,3,0,19,6,0,Arquivado
Estupro,Casa Forte,Assalto a Mão Armada,Arma de Fogo,2,3,56,2,1,Concluído
Ameaça,Espinheiro,Emboscada,Nenhum,2,3,30,3,0,Arquivado
Furto,Afogados,Estupro Coletivo,Faca,4,1,19,5,1,Concluído
Tráfico de Drogas,Graças,Estelionato Bancário,Arma de Fogo,2,2,43,1,1,Concluído
Estupro,Boa Viagem,Uso de Arma de Fogo,Faca,4,1,61,8,0,Arquivado
Roubo,Boa Viagem,Crime Cibernético,Nenhum,3,2,22,8,0,Arquivado
Violência Doméstica,Imbiribeira,Assalto a Mão Armada,Explosivos,2,0,41,6,1,Concluído
Roubo,Graças,Crime Cibernético,Arma de Fogo,1,0,22,1,0,Arquivado
Homicídio,Boa Viagem,Fraude Online,Arma de Fogo,3,4,21,8,1,Concluído
Tráfico de Drogas,Torre,Estupro Coletivo,Objeto Contundente,4,2,28,4,1,Concluído
Roubo,Boa Viagem,Estelionato Bancário,Arma de Fogo,0,3,15,8,0,Arquivado
Tráfico de Drogas,Pina,Crime Cibernético,Explosivos,0,2,36,0,0,Arquivado
Estelionato,Torre,Estupro Coletivo,Faca,2,3,31,4,0,Arquivado
Furto,Casa Forte,Arrombamento,Nenhum,1,3,59,2,0,Arquivado
Tráfico de Drogas,Boa Viagem,Estelionato Bancário,Nenhum,3,3,62,8,0,Arquivado
Estelionato,Tamarineira,Estelionato Bancário,Nenhum,2,1,39,7,1,Concluído
Estupro,Tamarineira,Emboscada,Arma de Fogo,1,1,31,7,1,Concluído
Homicídio,Tamarineira,Estelionato Bancário,Objeto Contundente,3,3,39,7,1,Concluído
Sequestro,Torre,Fraude Online,Objeto Contundente,3,0,61,4,0,Arquivado
Furto,Santo Amaro,Golpe Telefônico,Faca,0,4,36,2,0,Arquivado
Latrocínio,Tamarineira,Emboscada,Arma de Fogo,3,2,60,7,1,Concluído
Latrocínio,Casa Forte,Estupro Coletivo,Arma de Fogo,3,4,26,2,1,Concluído
Estelionato,Graças,Emboscada,Nenhum,2,2,60,1,1,Concluído
Latrocínio,Espinheiro,Estelionato Bancário,Arma de Fogo,3,3,51,3,0,Arquivado
Estelionato,Afogados,Fraude Online,Explosivos,1,3,43,5,1,Concluído
Homicídio,Santo Amaro,Invasão Residencial,Faca,3,1,51,2,1,Concluído
Estelionato,Torre,Crime Cibernético,Faca,1,0,47,4,1,Concluído
Latrocínio,Imbiribeira,Invasão Residencial,Nenhum,0,4,16,6,1,Concluído
Violência Doméstica,Boa Viagem,Emboscada,Nenhum,4,0,54,8,0,Arquivado
Estupro,Graças,Golpe Telefônico,Faca,4,2,39,1,1,Concluído
Tráfico de Drogas,Casa Forte,Estupro Coletivo,Faca,2,0,20,2,1,Concluído
Latrocínio,Boa Viagem,Estupro Coletivo,Arma de Fogo,3,2,41,8,0,Arquivado
Furto,Santo Amaro,Invasão Residencial,Faca,0,4,65,2,0,Arquivado
Ameaça,Espinheiro,Estupro Coletivo,Explosivos,1,1,40,3,0,Arquivado
Homicídio,Pina,Crime Cibernético,Faca,0,2,55,0,0,Arquivado
Estelionato,Torre,Estupro Coletivo,Nenhum,4,4,19,4,0,Arquivado
Violência Doméstica,Pina,Fraude Online,Faca,3,4,65,0,1,Concluído
Estelionato,Pina,Emboscada,Arma de Fogo,1,1,62,0,0,Arquivado
Latrocínio,Tamarineira,Uso de Arma de Fogo,Faca,1,4,56,7,1,Concluído
Furto,Tamarineira,Estelionato Bancário,Faca,3,3,55,7,0,Arquivado
Violência Doméstica,Boa Viagem,Arrombamento,Objeto Contundente,0,3,49,8,0,Arquivado
Estelionato,Boa Viagem,Fraude Online,Explosivos,0,3,48,8,1,Concluído
Homicídio,Santo Amaro,Estelionato Bancário,Explosivos,3,1,62,2,0,Arquivado
Estelionato,Pina,Estelionato Bancário,Arma de Fogo,2,3,53,0,1,Concluído
Furto,Espinheiro,Uso de Arma de Fogo,Faca,1,2,45,3,1,Concluído
Homicídio,Graças,Assalto a Mão Armada,Objeto Contundente,3,2,32,1,1,Concluído
Sequestro,Graças,Golpe Telefônico,Arma de Fogo,1,3,53,1,0,Arquivado
Furto,Espinheiro,Uso de Arma de Fogo,Faca,4,0,67,3,1,Concluído
Estelionato,Graças,Uso de Arma de Fogo,Nenhum,2,3,37,1,1,Concluído
Furto,Torre,Assalto a Mão Armada,Objeto Contundente,4,2,31,4,0,Arquivado
Roubo,Tamarineira,Estelionato Bancário,Arma de Fogo,2,4,23,7,1,Concluído
Homicídio,Tamarineira,Invasão Residencial,Arma de Fogo,1,2,34,7,1,Concluído
Tráfico de Drogas,Espinheiro,Uso de Arma de Fogo,Explosivos,0,3,23,3,1,Concluído
Furto,Tamarineira,Fraude Online,Explosivos,0,4,55,7,1,Concluído
Latrocínio,Boa Viagem,Golpe Telefônico,Objeto Contundente,4,4,51,8,0,Arquivado
Violência Doméstica,Espinheiro,Estupro Coletivo,Nenhum,3,3,26,3,0,Arquivado
Homicídio,Espinheiro,Fraude Online,Faca,1,0,21,3,0,Arquivado
Ameaça,Santo Amaro,Assalto a Mão Armada,Arma de Fogo,2,1,18,2,1,Concluído
Estupro,Afogados,Fraude Online,Nenhum,3,0,55,5,0,Arquivado
Tráfico de Drogas,Espinheiro,Fraude Online,Faca,3,1,30,3,1,Concluído
Furto,Imbiribeira,Fraude Online,Explosivos,4,0,64,6,0,Arquivado
Estupro,Imbiribeira,Fraude Online,Objeto Contundente,1,4,48,6,1,Concluído
Furto,Casa Forte,Estupro Coletivo,Nenhum,1,1,16,2,0,Arquivado
Roubo,Santo Amaro,Golpe Telefônico,Explosivos,1,0,23,2,1,Concluído
Ameaça,Boa Viagem,Fraude Online,Faca,1,4,51,8,0,Arquivado
Estupro,Tamarineira,Estelionato Bancário,Objeto Contundente,3,3,44,7,0,Arquivado
Estelionato,Afogados,Uso de Arma de Fogo,Explosivos,3,1,19,5,1,Concluído
Ameaça,Casa Forte,Golpe Telefônico,Nenhum,1,1,27,2,1,Concluído
Tráfico de Drogas,Pina,Golpe Telefônico,Nenhum,3,1,42,0,1,Concluído
Roubo,Boa Viagem,Assalto a Mão Armada,Faca,3,2,46,8,1,Concluído
Estelionato,Casa Forte,Estelionato Bancário,Explosivos,4,1,51,2,0,Arquivado
Sequestro,Tamarineira,Golpe Telefônico,Arma de Fogo,2,0,44,7,1,Concluído
Violência Doméstica,Pina,Emboscada,Explosivos,0,0,45,0,1,Concluído
Estupro,Graças,Estupro Coletivo,Explosivos,4,3,50,1,1,Concluído
Violência Doméstica,Torre,Arrombamento,Nenhum,0,2,46,4,1,Concluído
Furto,Espinheiro,Arrombamento,Faca,2,0,48,3,1,Concluído
Estelionato,Graças,Assalto a Mão Armada,Objeto Contundente,0,4,46,1,0,Arquivado
Homicídio,Espinheiro,Estelionato Bancário,Nenhum,1,4,53,3,0,Arquivado
Homicídio,Torre,Estupro Coletivo,Nenhum,0,1,27,4,0,Arquivado
Estupro,Tamarineira,Assalto a Mão Armada,Explosivos,2,3,62,7,1,Concluído
Latrocínio,Casa Forte,Estelionato Bancário,Faca,4,2,58,2,1,Concluído
Ameaça,Afogados,Invasão Residencial,Arma de Fogo,2,1,54,5,0,Arquivado
Sequestro,Casa Forte,Estelionato Bancário,Nenhum,2,1,51,2,0,Arquivado
Estelionato,Afogados,Assalto a Mão Armada,Nenhum,2,3,63,5,1,Concluído
Latrocínio,Espinheiro,Golpe Telefônico,Arma de Fogo,1,1,20,3,0,Arquivado
Violência Doméstica,Tamarineira,Uso de Arma de Fogo,Objeto Contundente,0,1,30,7,1,Concluído
Furto,Afogados,Assalto a Mão Armada,Objeto Contundente,2,0,54,5,0,Arquivado
Violência Doméstica,Torre,Arrombamento,Objeto Contundente,3,4,56,4,0,Arquivado
Estupro,Pina,Estupro Coletivo,Nenhum,0,2,56,0,0,Arquivado
Homicídio,Afogados,Estelionato Bancário,Arma de Fogo,3,2,35,5,1,Concluído
Estupro,Graças,Fraude Online,Faca,3,3,15,1,1,Concluído
Ameaça,Graças,Fraude Online,Nenhum,2,2,63,1,0,Arquivado
Violência Doméstica,Boa Viagem,Estelionato Bancário,Nenhum,3,1,34,8,1,Concluído
Estelionato,Casa Forte,Estelionato Bancário,Objeto Contundente,3,0,23,2,1,Concluído
Tráfico de Drogas,Tamarineira,Invasão Residencial,Objeto Contundente,4,3,30,7,1,Concluído
Estelionato,Boa Viagem,Estupro Coletivo,Arma de Fogo,0,4,17,8,0,Arquivado
Sequestro,Imbiribeira,Uso de Arma de Fogo,Arma de Fogo,4,2,25,6,0,Arquivado
Violência Doméstica,Pina,Fraude Online,Objeto Contundente,4,0,43,0,0,Arquivado
Furto,Graças,Crime Cibernético,Arma de Fogo,4,1,50,1,0,Arquivado
Tráfico de Drogas,Pina,Assalto a Mão Armada,Faca,4,4,47,0,1,Concluído
Violência Doméstica,Casa Forte,Crime Cibernético,Faca,1,0,68,2,0,Arquivado
Roubo,Boa Viagem,Golpe Telefônico,Faca,2,4,23,8,0,Arquivado
Sequestro,Afogados,Estupro Coletivo,Arma de Fogo,2,1,20,5,1,Concluído
Violência Doméstica,Pina,Golpe Telefônico,Explosivos,3,2,34,0,1,Concluído
Homicídio,Pina,Invasão Residencial,Arma de Fogo,1,4,54,0,0,Arquivado
Estelionato,Casa Forte,Crime Cibernético,Objeto Contundente,0,0,36,2,0,Arquivado
Furto,Casa Forte,Crime Cibernético,Faca,3,1,31,2,1,Concluído
Violência Doméstica,Pina,Estupro Coletivo,Objeto Contundente,2,2,33,0,1,Concluído
Furto,Casa Forte,Arrombamento,Arma de Fogo,2,4,42,2,0,Arquivado
Ameaça,Tamarineira,Golpe Telefônico,Arma de Fogo,2,0,24,7,0,Arquivado
Latrocínio,Espinheiro,Arrombamento,Explosivos,1,2,56,3,0,Arquivado
Latrocínio,Torre,Arrombamento,Nenhum,0,3,39,4,1,Concluído
Latrocínio,Torre,Arrombamento,Objeto Contundente,4,0,24,4,1,Concluído
Tráfico de Drogas,Imbiribeira,Arrombamento,Objeto Contundente,4,0,64,6,0,Arquivado
Furto,Tamarineira,Invasão Residencial,Nenhum,0,1,29,7,0,Arquivado
Tráfico de Drogas,Espinheiro,Uso de Arma de Fogo,Explosivos,2,0,14,3,1,Concluído
Roubo,Boa Viagem,Invasão Residencial,Explosivos,2,1,67,8,1,Concluído
Homicídio,Torre,Uso de Arma de Fogo,Faca,2,2,47,4,1,Concluído
Violência Doméstica,Pina,Estupro Coletivo,Faca,3,4,52,0,1,Concluído
Latrocínio,Santo Amaro,Arrombamento,Explosivos,1,1,59,2,0,Arquivado
Furto,Boa Viagem,Crime Cibernético,Faca,0,4,45,8,0,Arquivado
Ameaça,Torre,Arrombamento,Faca,4,2,56,4,1,Concluído
Homicídio,Imbiribeira,Arrombamento,Explosivos,0,1,69,6,0,Arquivado
Ameaça,Afogados,Arrombamento,Explosivos,2,3,27,5,0,Arquivado
Violência Doméstica,Santo Amaro,Golpe Telefônico,Arma de Fogo,2,4,32,2,0,Arquivado
Estelionato,Espinheiro,Invasão Residencial,Arma de Fogo,4,2,48,3,0,Arquivado
Roubo,Imbiribeira,Fraude Online,Arma de Fogo,3,0,48,6,0,Arquivado
Homicídio,Boa Viagem,Estelionato Bancário,Arma de Fogo,3,2,15,8,0,Arquivado
Furto,Espinheiro,Assalto a Mão Armada,Faca,1,4,42,3,0,Arquivado
Estupro,Boa Viagem,Golpe Telefônico,Faca,0,4,49,8,0,Arquivado
Estupro,Afogados,Emboscada,Arma de Fogo,1,0,48,5,1,Concluído
Violência Doméstica,Torre,Estupro Coletivo,Nenhum,4,0,57,4,0,Arquivado
Roubo,Pina,Crime Cibernético,Objeto Contundente,2,0,40,0,0,Arquivado
Latrocínio,Pina,Assalto a Mão Armada,Faca,1,4,34,0,1,Concluído
Estelionato,Imbiribeira,Fraude Online,Nenhum,0,0,60,6,0,Arquivado
Tráfico de Drogas,Boa Viagem,Fraude Online,Nenhum,3,1,15,8,0,Arquivado
Latrocínio,Espinheiro,Arrombamento,Arma de Fogo,2,2,33,3,0,Arquivado
Violência Doméstica,Boa Viagem,Invasão Residencial,Explosivos,3,3,56,8,1,Concluído
Ameaça,Pina,Assalto a Mão Armada,Arma de Fogo,0,4,59,0,1,Concluído
Estupro,Casa Forte,Uso de Arma de Fogo,Nenhum,4,4,32,2,1,Concluído
Homicídio,Espinheiro,Uso de Arma de Fogo,Faca,3,0,63,3,0,Arquivado
Latrocínio,Graças,Assalto a Mão Armada,Faca,1,2,60,1,0,Arquivado
Furto,Casa Forte,Invasão Residencial,Faca,1,1,60,2,1,Concluído
Sequestro,Imbiribeira,Invasão Residencial,Nenhum,3,2,31,6,1,Concluído
Furto,Santo Amaro,Fraude Online,Faca,4,2,54,2,0,Arquivado
Latrocínio,Imbiribeira,Uso de Arma de Fogo,Explosivos,2,4,61,6,1,Concluído
Furto,Pina,Invasão Residencial,Explosivos,0,4,51,0,1,Concluído
Roubo,Graças,Estelionato Bancário,Objeto Contundente,1,2,37,1,1,Concluído
Tráfico de Drogas,Santo Amaro,Assalto a Mão Armada,Arma de Fogo,0,4,36,2,1,Concluído
Latrocínio,Boa Viagem,Uso de Arma de Fogo,Nenhum,2,1,39,8,1,Concluído
Ameaça,Boa Viagem,Estupro Coletivo,Explosivos,3,4,17,8,1,Concluído
Latrocínio,Torre,Golpe Telefônico,Arma de Fogo,4,3,45,4,0,Arquivado
Ameaça,Torre,Assalto a Mão Armada,Arma de Fogo,4,2,26,4,0,Arquivado
Violência Doméstica,Afogados,Estelionato Bancário,Objeto Contundente,4,2,30,5,0,Arquivado
Ameaça,Torre,Estelionato Bancário,Explosivos,0,0,24,4,1,Concluído
Latrocínio,Tamarineira,Arrombamento,Nenhum,4,3,53,7,0,Arquivado
Furto,Imbiribeira,Golpe Telefônico,Arma de Fogo,4,1,67,6,0,Arquivado
Estelionato,Graças,Estupro Coletivo,Arma de Fogo,0,0,31,1,1,Concluído
Homicídio,Tamarineira,Fraude Online,Faca,4,3,37,7,0,Arquivado
Latrocínio,Torre,Estupro Coletivo,Objeto Contundente,2,4,47,4,0,Arquivado
Tráfico de Drogas,Imbiribeira,Estelionato Bancário,Faca,0,1,39,6,0,Arquivado
Violência Doméstica,Tamarineira,Invasão Residencial,Faca,3,2,32,7,0,Arquivado
Estelionato,Boa Viagem,Arrombamento,Arma de Fogo,4,0,53,8,1,Concluído
Tráfico de Drogas,Imbiribeira,Emboscada,Faca,4,1,60,6,1,Concluído
Furto,Boa Viagem,Estupro Coletivo,Nenhum,3,4,55,8,1,Concluído
Furto,Espinheiro,Fraude Online,Arma de Fogo,1,3,53,3,1,Concluído
Estelionato,Pina,Estupro Coletivo,Nenhum,3,0,30,0,1,Concluído
Sequestro,Casa Forte,Estupro Coletivo,Explosivos,3,1,66,2,0,Arquivado
Furto,Casa Forte,Arrombamento,Faca,2,4,25,2,1,Concluído
Estelionato,Casa Forte,Estelionato Bancário,Explosivos,3,1,63,2,1,Concluído
Latrocínio,Pina,Estelionato Bancário,Arma de Fogo,2,0,60,0,0,Arquivado
Tráfico de Drogas,Torre,Invasão Residencial,Objeto Contundente,4,2,21,4,1,Concluído
Furto,Afogados,Estupro Coletivo,Explosivos,4,2,65,5,0,Arquivado
Estelionato,Boa Viagem,Uso de Arma de Fogo,Faca,3,0,49,8,0,Arquivado
Violência Doméstica,Afogados,Estelionato Bancário,Explosivos,4,1,43,5,0,Arquivado
Estelionato,Tamarineira,Emboscada,Explosivos,4,2,25,7,1,Concluído
Estupro,Santo Amaro,Emboscada,Explosivos,2,3,25,2,1,Concluído
Roubo,Boa Viagem,Fraude Online,Explosivos,3,2,51,8,0,Arquivado
Ameaça,Casa Forte,Arrombamento,Explosivos,3,0,61,2,1,Concluído
Tráfico de Drogas,Tamarineira,Fraude Online,Arma de Fogo,1,1,21,7,1,Concluído
Ameaça,Casa Forte,Fraude Online,Faca,1,1,59,2,1,Concluído
Violência Doméstica,Imbiribeira,Uso de Arma de Fogo,Explosivos,3,1,65,6,1,Concluído
Estelionato,Boa Viagem,Uso de Arma de Fogo,Objeto Contundente,3,3,63,8,0,Arquivado
Furto,Casa Forte,Emboscada,Arma de Fogo,4,4,15,2,1,Concluído
Estelionato,Torre,Assalto a Mão Armada,Arma de Fogo,2,4,23,4,1,Concluído
Latrocínio,Boa Viagem,Golpe Telefônico,Arma de Fogo,0,2,25,8,1,Concluído
Furto,Santo Amaro,Assalto a Mão Armada,Faca,3,2,21,2,0,Arquivado
Violência Doméstica,Tamarineira,Fraude Online,Explosivos,1,3,24,7,0,Arquivado
Roubo,Santo Amaro,Uso de Arma de Fogo,Objeto Contundente,4,4,40,2,1,Concluído
Latrocínio,Imbiribeira,Arrombamento,Explosivos,3,2,44,6,1,Concluído
Estupro,Tamarineira,Golpe Telefônico,Faca,0,1,25,7,1,Concluído
Latrocínio,Pina,Golpe Telefônico,Nenhum,1,3,57,0,0,Arquivado
Ameaça,Espinheiro,Arrombamento,Faca,0,2,15,3,0,Arquivado
Estelionato,Espinheiro,Golpe Telefônico,Explosivos,2,0,64,3,1,Concluído
Furto,Afogados,Golpe Telefônico,Explosivos,1,1,33,5,1,Concluído
Sequestro,Espinheiro,Crime Cibernético,Faca,1,3,25,3,1,Concluído
Violência Doméstica,Torre,Crime Cibernético,Objeto Contundente,4,2,50,4,1,Concluído
Tráfico de Drogas,Graças,Estelionato Bancário,Objeto Contundente,4,2,50,1,0,Arquivado
Homicídio,Imbiribeira,Emboscada,Arma de Fogo,1,0,55,6,1,Concluído
Homicídio,Boa Viagem,Estupro Coletivo,Faca,2,1,32,8,1,Concluído
Estelionato,Graças,Arrombamento,Faca,3,4,15,1,0,Arquivado
Furto,Santo Amaro,Estelionato Bancário,Arma de Fogo,1,4,68,2,1,Concluído
Estupro,Santo Amaro,Emboscada,Objeto Contundente,0,4,68,2,0,Arquivado
Latrocínio,Afogados,Arrombamento,Explosivos,1,1,60,5,0,Arquivado
Homicídio,Pina,Fraude Online,Faca,2,3,62,0,0,Arquivado
Tráfico de Drogas,Torre,Fraude Online,Faca,0,0,48,4,1,Concluído
Violência Doméstica,Casa Forte,Emboscada,Nenhum,3,2,22,2,1,Concluído
Tráfico de Drogas,Boa Viagem,Golpe Telefônico,Objeto Contundente,4,2,64,8,0,Arquivado
Estupro,Casa Forte,Fraude Online,Faca,3,1,60,2,1,Concluído
Estupro,Imbiribeira,Invasão Residencial,Faca,3,1,42,6,0,Arquivado
Estupro,Santo Amaro,Invasão Residencial,Nenhum,3,3,62,2,1,Concluído
Homicídio,Graças,Golpe Telefônico,Nenhum,4,4,21,1,1,Concluído
Homicídio,Santo Amaro,Estupro Coletivo,Nenhum,2,3,42,2,0,Arquivado
Tráfico de Drogas,Imbiribeira,Crime Cibernético,Nenhum,2,3,67,6,0,Arquivado
Ameaça,Boa Viagem,Arrombamento,Explosivos,1,0,60,8,0,Arquivado
Ameaça,Boa Viagem,Estelionato Bancário,Arma de Fogo,3,0,69,8,0,Arquivado
Tráfico de Drogas,Tamarineira,Assalto a Mão Armada,Arma de Fogo,4,1,22,7,1,Concluído
Ameaça,Tamarineira,Invasão Residencial,Explosivos,1,2,33,7,1,Concluído
Roubo,Casa Forte,Golpe Telefônico,Nenhum,1,0,15,2,0,Arquivado
Roubo,Torre,Estelionato Bancário,Nenhum,2,4,35,4,0,Arquivado
Sequestro,Boa Viagem,Emboscada,Nenhum,3,4,26,8,1,Concluído
Estelionato,Pina,Emboscada,Nenhum,0,4,33,0,0,Arquivado
Estupro,Boa Viagem,Golpe Telefônico,Objeto Contundente,1,2,45,8,0,Arquivado
Latrocínio,Torre,Golpe Telefônico,Nenhum,3,3,48,4,1,Concluído
Sequestro,Torre,Estupro Coletivo,Explosivos,1,1,15,4,0,Arquivado
Furto,Graças,Golpe Telefônico,Objeto Contundente,1,4,48,1,0,Arquivado
Estelionato,Espinheiro,Fraude Online,Objeto Contundente,0,0,56,3,1,Concluído
Ameaça,Santo Amaro,Golpe Telefônico,Explosivos,1,0,63,2,1,Concluído
Estelionato,Santo Amaro,Uso de Arma de Fogo,Arma de Fogo,4,1,22,2,0,Arquivado
Roubo,Boa Viagem,Uso de Arma de Fogo,Arma de Fogo,3,3,31,8,1,Concluído
Homicídio,Graças,Golpe Telefônico,Nenhum,3,0,44,1,1,Concluído
Homicídio,Graças,Fraude Online,Objeto Contundente,2,1,52,1,1,Concluído
Violência Doméstica,Pina,Arrombamento,Arma de Fogo,1,0,17,0,0,Arquivado
Sequestro,Torre,Assalto a Mão Armada,Objeto Contundente,0,1,18,4,1,Concluído
Homicídio,Graças,Estupro Coletivo,Objeto Contundente,0,3,51,1,0,Arquivado
Furto,Afogados,Estelionato Bancário,Objeto Contundente,0,1,18,5,0,Arquivado
Furto,Casa Forte,Emboscada,Faca,1,4,59,2,0,Arquivado
Sequestro,Espinheiro,Estelionato Bancário,Objeto Contundente,4,1,42,3,1,Concluído
Latrocínio,Graças,Crime Cibernético,Arma de Fogo,0,4,30,1,1,Concluído
Estupro,Santo Amaro,Invasão Residencial,Arma de Fogo,4,3,53,2,0,Arquivado
Homicídio,Afogados,Assalto a Mão Armada,Arma de Fogo,3,0,63,5,1,Concluído
Homicídio,Tamarineira,Emboscada,Objeto Contundente,2,4,19,7,1,Concluído
Latrocínio,Torre,Golpe Telefônico,Objeto Contundente,2,2,48,4,0,Arquivado
Homicídio,Afogados,Uso de Arma de Fogo,Objeto Contundente,4,2,31,5,1,Concluído
Estupro,Boa Viagem,Estelionato Bancário,Nenhum,0,2,51,8,1,Concluído
Ameaça,Santo Amaro,Estupro Coletivo,Arma de Fogo,0,3,57,2,0,Arquivado
Tráfico de Drogas,Santo Amaro,Assalto a Mão Armada,Faca,2,3,30,2,0,Arquivado
Violência Doméstica,Tamarineira,Estelionato Bancário,Explosivos,2,2,44,7,0,Arquivado
Latrocínio,Santo Amaro,Golpe Telefônico,Objeto Contundente,4,2,46,2,1,Concluído
Ameaça,Afogados,Uso de Arma de Fogo,Faca,0,1,53,5,1,Concluído
Tráfico de Drogas,Imbiribeira,Assalto a Mão Armada,Nenhum,2,3,55,6,0,Arquivado
Tráfico de Drogas,Tamarineira,Golpe Telefônico,Objeto Contundente,3,4,45,7,1,Concluído
Estupro,Imbiribeira,Fraude Online,Faca,0,0,28,6,1,Concluído
Ameaça,Pina,Estelionato Bancário,Objeto Contundente,4,2,68,0,1,Concluído
Tráfico de Drogas,Boa Viagem,Estupro Coletivo,Explosivos,3,3,51,8,1,Concluído
Tráfico de Drogas,Pina,Fraude Online,Arma de Fogo,0,4,41,0,0,Arquivado
Roubo,Pina,Fraude Online,Objeto Contundente,3,1,66,0,1,Concluído
Tráfico de Drogas,Espinheiro,Arrombamento,Faca,1,3,38,3,0,Arquivado
Estupro,Casa Forte,Arrombamento,Objeto Contundente,1,0,42,2,1,Concluído
Ameaça,Imbiribeira,Golpe Telefônico,Faca,4,0,32,6,0,Arquivado
